Star Rating,Review Text
3,
5,I really like this app . You can easily register again what you like to register your load and you can get easily a load f you have an anny bank acc
3,
5,
5,Very good
5,
3,
5,
5,
4,
5,
5,
5,
5,
2,"This is basically *123# just in application. Downside is it doesn't work offline. Please update the promo, it is not very worth it unlike promo that Globe offers. I'm looking forward for great changes."
1,Ok
5,
4,"I like it. This is the easiest way to buy load, check your balance and also easy to register your favorite promo."
1,
5,
5,
5,
1,"Not working,"
5,It so cool thank you!
5,Nice
1,Another trash app
5,
4,It's good better than the other!!!!
5,Its very helpful application❤.
5,
5,
3,"Hi there smart!!! I have loaded my phone with Free stories99 & Giga Video 99, when I watch vids on Fb my shareable data is being deducted, not the one in the free stories. Please fix this. :(( Love - Eujan!!!"
5,
3,"much better if we could see what it ""offer to us"" like in this app it only show like GIGA etc.. but doesn't have descriptions like i get 1GB etc. and the subscription are few. thats the problem I coupf see"
1,putang ina hindi yan ang kelangan namin. ang dapat niyo gawin ay gawin niyong allsite all apps ang data niyo hindi yang ganyan na naka spesific. mga tanga at bobong smart
3,
5,"Okay yung apps na ito kesa dun sa dati, madaling gamitin at mabilis."
3,Mas okay sana kung may description bawat promo specially yung mga bago. On the other hand madali na i monitor ang data consumption. I hope magamit din kahit offline
5,
3,
5,
5,Verygood
5,
3,Suntukan tayo Smart App
5,So good
1,Bobo nyo
3,"Tuloy ang Saya! May 1 GB VIDEO ARAW-ARAW for YouTube, NBA, iWant, Cignal Play (Total 3 GB) + 1 GB + Unli Allnet Texts ka na for 3 days with GIGA VIDEO 50. Every time i register to giga ito and reply niyo total 3gb pero iba ang nangyayari wala pang isangvaraw ubos na load bakit? Hindi naman ako laging gumagamitwala naman akong online games. Fb telegram lang gamit ko at chrome."
1,how to redeem the 2gb/day video and games when you install this app
3,
3,
5,
3,It keeps on bugging and the menu doesn't show the promos And *123 does not even work so it a hassle
5,nice
2,Di q rin nagagamit tong app pag nagpaload aq kc di nmn sya pwede offline...akala q kasi pwede sya kahit walang load di pala kaya uninstall na lng..
5,Good apps
1,ALL APPS AND ALL SITES DAPAT ANG MGA PROMO NYO TULAD SA GLOBE NA 90 8GB 1 WEEK DI YANG GANYAN NA SPECIFIC KABOBOHAN.
5,
5,
5,Bigyan daan sa pag yaman
4,
1,doesn't launch
5,"Initially I gave this app 1 star to 3 to 5. The problem I had with its login process has been solved. It now automatically detects my number and let me pass without any problems. Less hassle, provides convenience, I'll give it five stars."
4,Its ok
2,"Liked the app, but the description says it free to use but "" devour"" my regular load when I attempt to register through this app ( I don't have existing data mb a.k.a ""load"" )"
5,
3,add sun please
5,"This application is easy to guide us, good and comportable, i like and love it."
3,
1,Ok
5,
1,paki ayus naman dito saamin super hina nang signal dito sa location ko please
1,Plss include all the offers
5,5 star because i use my globe switch to download Smart app...At yan ang aking happytot
5,I Love the app i find so many promos from smart now i can surf easily! Thank You Smart.
5,
4,
3,
4,"Good UI, responsive. But the offers were not good. Some are expensive, others, i just don't like."
3,
5,
5,I dont know
5,Ok👍👍..
1,
5,ok
5,Ok
1,"Ang demanding ng app na ito, gusto sa SIM 1 pa. What's the diff kung parehong 4G enabled ang SIM slot? Ang mahal pa ng mga subscription. No way. App Uninstalled and will not recommend to friends. It works on both sim slot. Anyways, wala pa rin kwenta. The app don't remember your number. You need to log in and enter OTP everytime na gagamitin mo itong app. Wala talagang kwenta ang Smart. Napakatagal din dumating ng OTP. 👎👎👎👎👎"
1,Ayusin niyo muna yung network niyo ..hindi yung nagpapayaman lang
5,Awesome!
1,"GlobeOne App offers exclusive data usage like GO50 for 5GB, GO90 for 8GB. Was hoping that this app has a product like them that's why I installed but there was nothing."
5,
3,Medyo mabagal ang signal dito Sta.Maria Bulacan.
5,
5,
5,
5,easy
5,Helpful
5,You can access your smart account even if the sim is not inserted in your phone (e.g. pocket wifi). It eliminates the need to remove the sim from the device and transfer it to a phone to subscribe for a data promo. This is very useful to me especially during this time when I am working from home and pocket wifi is all I can afford. I love this app.
4,
5,i love it
1,Ang bagal ng network nyo..... Sayang load ko!!!!!!
5,
5,
5,very good
5,
3,The new app has its highs (very streamlined) but the only thing missing is the rewards portion. Smart has great promos but the lack of rewards even in a new app is telling.
5,
5,
5,
5,
5,
4,Awesome
4,
5,Great
5,
5,
5,
5,
1,Haven't used it yet
5,jjjj
5,love it
4,
5,Easy to subscribe load
5,good
5,This is have free load 😄😄??????
5,
5,
5,Good
5,
4,"Nice and easy to use and register, and good promos. But I rate 4 star, Because I need to put my # every time I open the apps and need to wait the pin. I hope you can update 1 time pin only. & no need internet to open & register. Thank you :)"
5,Sana magkaroon kayo ng free 50 load bawat first log in sa smart app
4,It's easy to use
1,Poor
1,
5,
5,
4,very good
2,The data connection is pretty bad in bicol albay.. Some body fix it.. Cause you have another competitor soon its converge
4,
5,Good apps.im impress whith this!
5,
5,
5,If we are ever get 🏵️🐢🐢🐢
4,
4,
5,
4,
5,I love it!
5,Ok
4,
5,
5,
5,Convenient to use
1,
5,
1,"Every time I want to use it I have to remember my number, type it in and receive one time password, even I use it twice in 10 minutes. Developer not using brain, sorry"
5,
5,
3,This apps will log off your acc if you are using data of another network. Please fix this
1,"I can't use it Once I try to tap ""I accept"" button on the terms and conditions it keep saying about a SSL hanndshake aborted something error So Can't even Use the app!!!"
1,
5,The GUI is smooth and appealing + the way you let us be able to choose promos and check our subscription status are great. UPDATE: You guys actually listened and added the 'Add Load' feature!!! Thank you!! It made it easier for me to load as I used to go to your website to load my phone.
5,Awesome
5,
3,
3,
4,
2,
5,So far so good..
1,Deleting comment eh? Ayosin nyo network nyo Yung balance bat need ng mobile data para makita? Anu yan load muna bago makita? Panu kung may mag send ng load tas nak of notif bat i on pa data para makita? Di naman makikita ang load pag ganito kasi required naman Buti pa dial *123# nalang
5,
4,Could have been better. Why does it need to ask for the number everytime I open the app and put in the OTP. It defeats the purpose of the One-Time-Password.
1,Napakawalang kwentang app grabe di ko mapakinabangan ayaw magprocceed. Nacheck ko na ang aggreement hanggang dun lang ayaw magnext. Di ako mahilig magrate ng mababa pero sa panahon na sobra kong kailangan di ko magamit nakakainis. At ilang beses na ako nagtry. At kailangan ko sana para mapadali trabaho ko nagpapatagal pa to. Ayusin ninyo ang application sayang ang pera nya
4,
5,
5,
5,
1,
4,
5,
1,No Pasaload.
5,
5,
5,
5,Very informative useful and very responsive
5,❤❤❤
5,
1,
5,Awesome and amazing apps!!🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗
5,
3,
5,Good sim because the smart sim very comportable the cellphone
5,
1,Not available for postpaid
5,
5,
5,
5,
1,always asking for the pin... my sim is on my wifi.. too hassle
4,
5,Great
2,I appreciate that you improve it but i hope that you can open it without using mobile data like i case of emergency
5,Ok.masaya
1,How need this apps to runing my device
3,Sends SMS to download App on my postpaid SIM and when you open it says for prepaid subscribers only. You like us to download this App and spend what little mobile data we have for nothing? You can only use this for prepaid so I buy an prepaid SIM so that I can use this app
1,1 star because globe one app is still better. Smart app is nice but globe has the best offer for now. I hope you can upgrade your promos many online student and online worker will appreciate it. Hoping there will be a progress i know smart can do it better
4,Fast and furious with your family are well and HAPPY Family.
5,
5,
1,"not working properly, a lot of bugs. Useless"
5,Nice
5,"good.....loveit, thanks!"
5,Very good
1,"Developers, please note that different countries have different lengths of phone numbers. Your 11 digit restriction makes it completely useless for the rest of the world."
2,"I installed the app but then when I enter my phone number it just keeps showing this SSh Failure and it keeps on blinking,its just annoying"
1,Not conected to smart
3,Hindi nakakapag add load pag gamit ang bank account puro transaction failed
3,The app is good but u need to have a gcash option for adding load
5,
5,
5,
5,Nice 🎢 fun
2,Mine is not working when im trying to play it its going out the apps
3,It's nice and easy
2,most of the time the app says something went wrong and goes back to the screen where u type your number
1,
1,Not working
4,
1,"At first the app was great but then, everytime i open it ,it requires me to enter my phone number and bugdown, then re-enter my number again and so on and so fort ,i can't use the app anymore."
1,
5,Maganda sya
1,"Your app sucks, it doesn't even help. I download it because I can't access the *123# in my phone. It always says that ""Connection problem or invalid MMI"" why is that? Then I downloaded this app, at first it's working, working for 3 days. I loaded 50 pesos, FREE stories but I got VIDEOS EVERYDAY. EVERYDAY, but the second day, I was not supplied the data that should've been supplied. So I've use my shareable data. After it's all gone, I loaded 100 pesos and subscribed to Giga stories 100. Such a w"
1,"Doesn't even have any offers like globe in this pandemic, lol. No new promos or anything"
1,"Inuninstall kopo tas ininstall kopo ulit ayaw parin gumana. Edit: Okay napo, thank you po. Edit: eto nanaman po tayo, hindi nanaman po nagana nakakainis, something went wrong pls try again nanaman. Nairestart kona cp ko, ganun parin. Nakakainis talaga hindi ko macheck kung paubos naba data ko or kung meron pa. Paki ayos naman po pls. Nakakainis po talaga."
2,It always says error even i have stable connections.
5,
1,"Auto exit, need to enter phone number everytime"
5,Awesome app!
3,Can't log in after the update. It always asking my number and pin.
5,
1,I can't access my account
5,
5,Nice update! Kudos to you! Sure hope the next update would feature an exact number and not just a round off of data available.
5,"YAY it works now! And it just need to clean the data of the google play. I watched it in youtube. And i really need this app so i can see my usage. And im so happy now that i can dowload it, this is one of my favorite apps now. Thank smarttt <3 😘 😁😍😘"
5,
5,
4,Nice
5,love
5,
1,
3,
1,
5,Hello! Thank you for your rating!.
5,
5,
5,
5,
5,
5,Well improved n wd d best access 😇
4,
3,
5,
5,
5,
5,
1,
3,
5,
5,
4,
5,
1,
3,"Hindi lahat ng SMART promos nandito sa app na ito, kailangan ko pa mag dial *123# para maka register sa specific type of promo na gusto ko."
5,
5,The new smart app is very helpful and im so happy to see that they're doing it more effective than the old one. Keep it up
5,
5,Superb and amazing app... Very useful
5,
5,
5,
5,Nice the bug is fixed so i rated it 5 star
4,Jmak
3,
4,
5,
5,Better than globe.
4,
2,"Cant open the app after putting my number and confirming the otp pin it keeps having a ""something went wrong"" error."
5,
5,
5,
5,
5,
5,
5,
4,Sana Isama sa giga games yung Call of duty mobile
5,
5,Nice keep it up
5,
3,
5,
5,I can enjoy the promos that I love with just a click.
5,very helpful...i love it
1,I think dapat nyu ayusin at dagdagan ang mga promo nyu tapos ung data sana kasi nahihirapang ma scan ng laro katulad ng ml mga bobo smart sana mapasara na kayo punyeta
1,
5,"i love the freebies so i'll give it 5 stars. the problem is whenever im registered to giga fb, i can only use the open access data for a few hours even tho im only using fb and messenger. the data used on fb and messenger is deducted on open access data. also my data saver is on (sorry for bad english)."
5,
5,Good...
4,Good app. Just always asking to be updated
5,
5,
5,
4,works as expected. it gives me more accurate data remaining on my pldt smart prepaid wifi than the pldt prepaid app itself. I'm just a bit annoyed with the otp sometimes because I have to check the dashboard.
5,great!
5,
4,
3,
5,
5,
4,Mganda itong apps kaso bkt nmn ata buwan buwan mag update😯😥
5,
5,
3,good
5,Very good
5,
1,
4,
4,
5,"Hey smart😁! Could you add more games on your giga games promo? Like Call of Duty? By the way, this app are awesome Since i installed this, i can always monitor my data usage it has all the information i need. And theres always a promo/reward whenever i register to 1 of your promo. I would suggest this to my friend & family.👍👍"
5,Good
5,
5,
1,Useless if you don't have data. Another waste of phone storage. 👎👎👎👎👎👎
5,
4,
5,
5,Great !
3,
5,
5,
4,Why can't I re-install it?
5,
4,
5,Useful apps and promos...
4,
4,
4,
5,
5,
4,
1,
5,
2,
5,
5,
3,
5,
5,
3,"it's incomplete, why? because it doesn't have pasaload and it is useless when you don't have data or internet connection. hope you notice my opinion and fix your app immediately. Thank you🙂"
2,Entering number every log in is a waste of time.
5,
5,Great
5,
4,wonderful app and it is easy to use.
5,
4,
5,
5,
3,DanteCueva
4,"It glitched out, needs a lot of fixes and improvements. The first time i used it was pretty decent but the second time keeps glitching to enter my phone number and keeps it on a loop of showing the caution. This app has full of potentials pls fix this Edit: it's fixed now it's great to use and really convenient still waiting for the app to get better soon"
4,
4,
3,
5,
5,penge load😂
1,"Sabi sa ads nila download the app and register to any giga promos until July 17-19 thru this app x2 shareable data, bakit hanggang ngayon wala pa ung pang x2..nagregister ako ng sa giga promo nyo ng July 18. Scam?"
5,very helpful app...
5,I like the app😁
3,
5,
5,
4,
5,
5,
5,
5,
5,
5,
5,Its easy to register now thanks to smart
3,
3,🤘
3,
5,
5,
5,Very useful apps when it comes of looking data balance..Thank you for the creator..😊😊😊
5,
2,Maganda kaso mabagal yung signal nyo yari kayo kay President Duterte!
5,
4,"I really appreciate the efforts of Smart to make everything convenient especially when it comes to account promo registration, but I hope this can even be accessed offline or be opened without charging internet costs"
5,
3,"Why do I need to login every time I open the app? Why doesn't it recognise my number? Come on Smart you can do better than this. It always requires an OTP, such a waste of time"
5,
5,Great for monitoring your subscription.
5,
5,
4,
5,
4,
4,"Lately, I receive the OTP so late I can't log in. Please help."
4,
2,
5,
5,👍👍👍
5,
4,Easy to navigate. Will be much better if each promo is explained like what will i get before i buy the promo.
5,
5,Great
5,
5,
5,
5,"Nice app, it easy to navigate and to register"
5,
5,
5,Good
5,Gusto ko lang
5,
4,
1,Good
5,
5,good
5,Nice apps
5,User friendly apps.
1,
5,
3,
5,
5,
3,
5,Nice
5,
5,
5,
3,
5,
4,It's amazing
5,Speechless
5,
4,sana lumakas pa yung internet nyo para din sa mga nag online class . kase mahirap pag mahina yung signal e .
1,still low
1,
5,Nice app for smart users and has a lot of promos
3,
4,
5,Easy to access
5,
5,
4,
5,
5,
5,I love this network hope your signal will be much more stronger amg stable.
1,For the love of God. Do you not know how to put a notice when you're under maintenance?
5,
5,Good
5,
4,
5,
4,
4,
5,
5,
5,
3,
3,
5,
5,Hope you can change the interface. Remove the lady in the background and find something more appealing than a lady holding a phone.
5,
5,"Easy to use, works w/o active subscription (as long as data is open??). Very useful for Smart SIM users."
5,Satisfy my smart only one💝
5,
5,
5,It's so good. And very past
5,
1,Chain invalid can u fix it?
3,
5,
5,
5,Nice apps
4,
5,
5,
4,
5,Great
2,just installed app. Doesnt go beyond the sign in of the terms and conditions
5,
5,
5,
5,
5,
5,
5,
1,
1,Kailangan ba laging update wala bang auto update tulad ng facebook and other apps
1,
2,I think the new app is good but please stop misleading people on your promo with additional 1g for loading any giga promo in your app. Please fix this problem before others find out.
5,
5,
5,
5,
3,
4,
5,
5,
1,Bulok
5,
3,i like the app and it's very convenient. the only thing i don't like about is we can't use it if we have no mobile data left. and that's the only downside of this thing.
5,
5,Wonderful application
3,
5,
5,
1,"wala kwenta, hindi na gumagana kapag hindi updated"
5,This app is really helpful to register prepaid load to see your balance anytime.
5,Its very nice to use this app. Usefull and so many features that you can use .
4,
4,
5,😂😂
5,
5,
5,Great!
5,nice
5,
1,"i cannot log in, it says this feature is for postpaid subs only... helloooooo im postpaid for 5yrs alreadyyyyyy"
5,
1,"not working as advertised, i registered to a GIGA promo and still got 1GB of data instead of double?!you have to sign in everytime, such a hassle, hindi madetect ng app yung smart number..kailangan i.enter manually..mas nagagamit ko pa yung myPLDT app..pwede m.track ang balance, text, airtime credits, pati data na pangyoutube, at shareable separately..instead of launching another app..just focus on one, develop it based on customer feedback..para hindi sayang sa oras nyo at sa customer"
1,Way klaro.....way free load dami kuna na load walang free.....
5,Nice and easy to use
5,"Edited: So convenient! The experience is smooth, simple and easy to navigate. I wish you will also support widgets! Like 1 tap register from most recent transaction or 1 tap check usage. Great work!"
5,
5,
5,
5,
5,
5,
5,Nice app than the first one...
5,
5,
5,
4,
5,
1,"When i updated just now and opened the app, it started to ask for my number whereas in the previous version, my number is already there and all i had to do was to enter the app and then everything in the dashboard can already be seen. Today with the update, it will ask you from time to time to enter an OTP. it is quite annoying coz it is going to ask for the OTP everytime you use the app. I dunno but i think i will have to uninstall it."
5,Panalo ka talaga s mga pa promo ....
5,
5,
5,
5,
5,
5,
4,
5,Very useful
5,
2,"Exclusive promos such us Double Data when you register through the is not awarded automatically after you register. Although the interface is easy to use, the promos for data are always not economical and they have removed Unlitext from Giga promos which is also a negative factor."
4,The app is promising but it lacks self update. It could've been better if we have an option to update app through the app itself.
4,
4,Pls do include Call of Duty mobile on Giga Games. Also more Data Pls. And For TNT Unli Tri net Call and txt with Allnet txt promo for 1month with lesser cost Keep up the Goodwork Godbless Thank you
2,
5,Good apps
4,I like the app. Walang panama sa globe na app ..haha
1,HINDI AKO MAKAPAG REGISTER EDI PARANG NONSENSE LANG DIN
5,
5,"ITS EASY TO USE, I suggest that you give udemy, coursera, and other programming learning site free study for student like me. it will help a lot."
5,
5,Nice
5,
1,"I can only use tha new app for balance inquriy only, no more no less"
5,
5,
5,
3,"Nothing wrong with the app, infact it's very good. What bothers me, it is about my subscription. I subscribe for giga +video, 299 for 30 days and after a week, I can no longer stream for other sites. It's only you tube that is active and a lot of signal disruption."
4,
5,
4,Just installed 3 days ago. Will edit my rating depending on the need based quality it could provide.
4,
5,Isn't that real?
3,
5,
4,
4,
5,
5,
4,Level up more.
5,
2,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
4,
5,
4,"Smart user since the day i held my first phone, wherever i go the signal is good just hope you can give bigger data promo packages"
5,
1,
5,
2,
1,Why i cant subscribe the promos im using before like call and txt promo for 3day only 50pesos...why gone this promo choices?
5,
5,Its good
5,
5,
2,
5,
5,This is convenient!
5,Good ☺️ very useful 👍
5,
1,
5,
5,
4,
1,
5,
5,
5,Nice
5,
5,I cant say anything else its just good!
5,
5,
3,
5,
5,
5,nice
5,
1,
4,
5,Good...
4,
4,
1,
4,"The great app, thanks"
5,
5,Wala lang.
5,
2,
5,
5,
5,
5,
5,Tis better than dialing *121# very efficient and easy to use
5,
5,
1,
5,
5,Nice
3,ok
5,
5,
5,
4,
5,
5,nice app
5,
5,
5,
5,It's great!
3,
5,Great
5,
5,
3,
5,
1,
2,
3,Okay
1,
5,cool app...!!!!
4,
5,Its good
4,
5,
5,usefully useful
5,very useful
5,This very useful.i like it very much!😊
5,"very easy to use and user friendly. just tap, tap, and tap."
5,
5,Great
5,
4,
5,
5,good
5,
5,Easy to use.
5,
1,
5,
5,
5,Easy as 123
5,
5,
5,
5,
3,
5,So nice thanks smart
3,
5,
5,Nice
5,
5,Usefull
5,
5,
3,I like the app because we can see the remaining data and other stuff
5,
5,Awesome...
5,
4,
4,
5,Verry good
4,
3,
5,Very useful
5,
5,
5,
5,
5,
5,
5,Verrrryy convenient to use. From registering promos to checking balance.
5,Great! This app makes me to register/renew load promo easily. But I hope you all include the promo that also be found in *123#. Thank you 😊
2,
5,Good to monitor my data
1,Laging nag upuodate kakainis lng
4,
5,Very nice service
5,
5,
4,
3,"good app, you can see the promo you are registered, and you are also able to buy and see your remaining balance, but every time you open the app, you have to register from time to time..."
5,
3,
5,I simply like it.
5,Fast accurate
5,
1,"I hate this app, though i need it badly. I can't even use it, after all the patience it needs to log in, it would just go back to logging in again. And the cycle repeats."
1,Poor
5,
1,
3,I like the apps need new or more promos to register
5,I like app ang smart thanks God jobs
5,
5,
1,"The App is ok so far. My problem is that when I registered to GIGAVIDEO 299 when it was a HOT OFFER from the app (you get twice the open access data and VIDEO EVERYDAY allocation), the only data group that was being consumed is the FREE DATA from the HOT OFFER, even when I was only streaming YOUTUBE. I'm not sure though if this is related to the app itself or there was a mistake in SMART's data consumption heirarchy. It makes very little sense that you double the allocation for VIDEO EVERYDAY but the open access data gets consumed instead of the allocation for video. I brought this promo mainly for watching YOUTUBE so this is such a bummer unless it gets fixed and the data that was mistakenly deducted from my free open access is swapped with VIDEO EVERYDAY allocation. I am hoping for your quick and positive response. 1-star for now until this issue is fixed and confirmed not related to the app. UPDATE: The app now won't work properly on my phone. Uninstalled and reinstalled again to see if it fixes it. It works fine for about a few uses and then returns to not logging in properly and asking the OTP again even though I just dialed it in. Also, SMART's customer service agents wer not able to assist me with this issue. Nothing changes even when I try to ask for help from SMART. Typical~. If I am only able to give this app less than 1 start, I would."
5,thank you
5,
3,
5,
3,
1,
5,
5,
4,
4,
5,
5,
4,Good
5,Very helpful
5,
5,nice ilove it
3,
3,
5,Download this up because it's too useful
5,
5,Amazing 😍
3,
4,
1,
5,I really love this app that's why i gave it 5 star.
5,
5,😎
5,
5,i can easily monitor my data usage with this app thanks SMART
5,
5,
4,
5,
3,I like the app but sometimes if your signal is not LTE the OTP always show and it's hard to open your smartapp
1,
3,
5,Ambagal magloading ng app. Sana ma-optimize na. Edit: Nag improve na yung app wp!
5,
5,
5,
5,
5,Good
5,
4,
3,
5,its good
5,
5,
5,Very helpful
5,
5,
5,
3,
4,
5,
5,Getting good now. I can registered fast and how many times. Good job smart
5,
5,
1,
5,
5,Very good
1,trash app the data reader is not working plus when i open the app my data promo getting spam
1,"Worst! lots of update, almost every week but delayed in giving the datails and real time data usage🙄🙄🙄🙄"
3,
1,
5,
4,
4,
4,Loading sms.
5,
5,
5,Nice smart
5,Great
5,
5,
5,
1,
5,
4,
5,No im just joking 😂
5,Very fast
5,
5,"user friendly, very fast transactions"
5,Great
5,Nice
5,
3,
5,Good
5,
5,
5,
5,"I like this app especially kc nkapocket wifi ako,dito na ako bumibili Ng data,"
5,☺☺
5,
5,Easy to use
3,
1,Slow connection
1,
5,
4,
1,"Bakit kinukuha nyo yung sharerable data ko kahit naka register ako sa GIGA STORIES 299.. asan ba yung ""FREE 1GB EVERYDAY FOR TIKTOK ,FB,TWITTER""? Anu ba ibig sabihin dyan?? Nagtaka nalang ako 1weekpalang mag tetext kayo ng ""50mb nalang ang data nyo"" PATAWA KAYO??ANU NA? SAN NA YUNG 1MONTH? MAGSARA KAYO MGA SCAMMER !!!"
5,
1,Idiot network slow internet connection!
5,
5,easy to use..
4,Amazing!
5,I love this app.
5,Easy to register in promos with this app.. download it now!!
5,
5,
5,
1,Installed it on an S9+ and it won't start I tried what you said 3 times...now it will start but some of the features not only lock the app but also the phone and requires me to reboot my phone....so it seems the app is definitely a problem....it's an S9+ with up to date software....if you can't fix it then I'll uninstall and use the old app
5,
5,
5,Thank you
5,Excellent
5,Is a may zing
5,
5,
5,
2,I want to redeem my points but I don't have account so i make one but I cant sign in because my password is also weak
5,Habaan sna validity lod nu.gya globe yung 70 1 week na un.
5,Very nice
5,
4,
5,
5,
5,
3,Itz slightly goods
2,
5,Ok
5,
1,Punyetang app to dinaman makapag sign up
4,
5,good
5,Ok po gamitin ung giga life
1,Bogo ning inyong app kay bisag unsaon nako og sign up dili ko kasulod. Walay ayo hinay bya kaau inyong signal sa internet.
1,
5,
1,It's very hard to make password ilang beses ko ng sinubukan
5,Ok
5,I like it??
3,Sana lahat ng promo pwede sa redeem rewards
5,
1,Very very hard to sign up. Already chosen 12 mixed characters
5,
5,
5,
3,"I rate it 3 because there's no guidelines on how to redeem giga points, if possible please write here your response on how to redeem giga points. Thanks and more power to your management."
5,E D I W O W H A H A H A
5,Excellent
1,
5,
4,Why is it when i register.to a promo. Like giga games. My shareable.data is consuming everytime.i play not.my.everyday free game data?? Pls answer back immediately. I already sent it to you through twitter waotong for your response
5,
5,
5,
5,
5,Nice
3,
1,I cant sign up.. It requires stronger password..?? Come on.. I put 20 character but still not enough..
5,
4,Awesome
5,
1,ayaw gumana sakin madaya :<
1,"Stupid App 2020 to 2021 always updated in Google Plastore But, no pasaload and still can't Pasaload to Sun Cellular, and no other subcription Like ML10 & FB10 etc... Poor app No OTHER OFFERS TAB!! #vOBOLLS...👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎"
1,Pakiayus serbisyo nyo nawawala wala data nagbabayad kame ng maayus
5,
2,because it too longer to download
2,
5,
5,
5,
5,
3,My giga points is not increasing! F Scam
5,
4,
5,Thanks Giga life
3,Ilang account po Ang pwdng I sign up SA gigalife app?
4,
4,
5,
1,I am using postpaid.
1,"One star beacuse the signal sucks...i play a video in youtube then its pausing and play,pause and play pause and play its really sucks..and fix the giga games 2 because the call of duty cant login!..tong giga games 2 pag nag call if duty ako minsan sa shareable data bumabawas hindi sa giga games2 data ko...ayusin nyu nga..."
5,
1,How do i put a password on it?i made my password very tall and unique but still says password is not strong enough.
2,I can't even create an account because it needs a strong password I already try different types of password but nothing works at all
1,"Very laggy app, and very useless network. No improvement for the last 10 years. Still a trash network."
5,Not sure
3,Why i cant sign up??? Everytime i sign up always use stronger password.. even i follow instructions..
4,
1,Bulok ng app niyo. Hindi mag pa sign up
5,THIS GIGA LIFE IS HELP FUL TO OUR COUNTRY🥰🥰🥰🥰🥰
4,Will I get redeem code at codm if I load normal prepaid load
5,Nice app..
1,I can't sign up to this app. It always says that my number is invalid even when i type my correct TNT number.
1,Ang tagal ng redeem pionts..buti sa globe rewards.. 2pionts..pwed na..
5,
5,
1,I immediately uninstalled. Everytime I opened the app it makes my phone hang. Will install again after a while.
5,
2,Nicee
5,
5,
5,
5,
1,This app is toooooooo slowwwwwww
5,Awesome Perfect
1,"I think MySmart app is better. GigaLife keeps on loading. no content, just loading."
1,The app won't load
1,bulok! tagal mag loading.. di pa rin maka pasok! sisipsipin lng data ko.
1,Isumpa sana lahat ng mga nsa likod at harap ng mga ka walang hiyaan nyo.. nag babayad kami.... internet nyo bulok at palpak...
3,
1,
5,
4,
1,Bulok!!! Smart nga at gano kayo ka kupal? Di ka makaka access pag walang data balance para mag pa reg.. mapipilitan ka mag pa reg sa dial 1gb stories dahil di ka makaka access sa application.. ganyan ka smart mag kupal.. alam niyo tanginanyo tahimik lang kami alam naman karakas niyo nag titiyaga lang kami!!! Bulok!!!
5,
3,
5,
1,cant log.in and its says password error
5,
5,
5,
1,Why I can't redownload it again? December 1 until now
4,
5,👍
1,What I hate on this app is that they FORCE YOU to UPDATE before you can use the app again. I don't care if updates make your app stable! What I only care is to be able to use your app even if it NOT UPDATED! I CAN UPDATE ANYTIME I WANT. AND PLEASE PUT A FUNCTION TO CLOSE YOUR APP WHEN I TAP THE BACK BUTTON INSTEAD OF FORCING US TO TAP HOME! 😡😡😡😡
5,
1,"Can't register my talk n text number, it keeps asking me to choose a stronger password and I've tried but won't accept MY CHOICES!!! One star is me being generous 😡😡😡"
5,Thanks google
1,can u bring back ml10 from the options. am using this app but without that subscription this app is useless. i rather go dialing *123#
5,Very good
5,Good
5,Great 👍🏻 thanks for fixing the app I can login again
2,It keeps crashing on my device. 😢😢😢
1,Wala kwentang smart talaga
5,
5,Great app
4,It would be great if we can also get giga points in buying giga50 not just 99 up.
5,
1,Useless di naman magamit Yung gigapoints !
1,Nakakabwesit..ang haba na ng pasword na pinagtatype ko..sasabihin pa rin stronger password..putek.dagdag mo pa ang hina ng signal nyo kaurat.
1,Nakaka bwesit pati pag register ayaw.. may points daw pero hindi namn maka register
1,App takes a very long time to load. No option to login via biometrics
4,
3,
5,
3,
4,
5,
5,
5,I like it so much
5,Easy to see your remaining bal. And others.
1,Not good apps and also the sim card 1 month use then the other month your sim can't use for data fixed you make it won't work.. F*** s***!
5,
1,Whats wrong with simply texting to 9999? Why download an app to get internet if i dont have internet in the first place? U suck
1,When i open this app its not processing sometimes its just its logo or white background
3,I sign up . how to make password ? I'll try all my password but doesn't exist ? How ?
1,Not working
3,Tried reinstalling. Still gigagames50 is not there🙁
1,Ayaw Mo pag buot unsa ibutang na password!!!! Yawa!
1,I can not register.
3,
5,Good
5,Super helpful
5,Nice app ..
5,Excellent
5,🤣🤣🤣🤣🤣
5,
5,
5,Great app! ⭐⭐⭐⭐⭐
5,
5,Good app
5,
5,
5,
2,I love how easy it is to use. Execpt for the fact that im losing the shareable data even without an open apps in the background.
4,
5,
1,
4,Nicely done. Thank you
5,
5,
5,Nice
1,I hate this app👹
5,
4,
5,
5,
5,its works thank you again this app is awesome but some few bug
1,Nakapag install na po aq ng apps bkit ang hirap nman mgregister ng password anu anu ba mga halimbawa n pwd maging password sinunod q nman na instructions dun right no.ang symbols
1,Pangit ng promo nyo nagpromo pa kayo tipid sa data sayang lang niload ko sobrang lag ang ml sa giga games ayusin nyo naman nagbabayad nman kami ng tama!
